user_id,anime_id,rating,name,genre,type,episodes,members
47760,5252,7,One Piece: Romance Dawn Story,"Action, Comedy, Fantasy, Shounen, Super Power",OVA,1,21306
8984,1824,-1,Hadashi no Gen,"Drama, Historical",Movie,1,16474
13197,5682,10,Phantom: Requiem for the Phantom,"Action, Drama, Seinen, Thriller",TV,26,159105
60172,3549,5,Allison to Lillia,"Action, Adventure, Shounen",TV,26,27571
56190,1526,7,Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario,"Action, Adventure, Drama, Fantasy, Kids",Movie,1,46887
64308,486,7,Kino no Tabi: The Beautiful World,"Action, Adventure, Slice of Life",TV,13,102822
52771,5680,7,K-On!,"Comedy, Music, School, Slice of Life",TV,13,386048
37059,22535,8,Kiseijuu: Sei no Kakuritsu,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",TV,24,425457
58023,644,10,Hachimitsu to Clover Specials,"Comedy, Drama, Josei, Romance, Slice of Life",Special,2,21164
37923,28223,9,Death Parade,"Drama, Game, Mystery, Psychological, Thriller",TV,12,383914
33382,11701,7,Another: The Other - Inga,"Horror, Mystery, Thriller",OVA,1,86261
71361,28223,7,Death Parade,"Drama, Game, Mystery, Psychological, Thriller",TV,12,383914
15766,19163,6,Date A Live II,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",TV,10,186187
5515,517,9,School Rumble Ichi Gakki Hoshuu,"Comedy, Romance, School, Shounen",OVA,2,40868
59396,1559,8,Shijou Saikyou no Deshi Kenichi,"Action, Comedy, Martial Arts, School, Shounen",TV,50,129112
6958,11843,8,Danshi Koukousei no Nichijou,"Comedy, School, Shounen, Slice of Life",TV,12,258914
29297,9756,8,Mahou Shoujo Madoka★Magica,"Drama, Magic, Psychological, Thriller",TV,12,462974
49189,1546,-1,Negima!?,"Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Supernatural",TV,26,44009
33608,11577,10,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,"Sci-Fi, Thriller",Movie,1,192424
26845,10578,8,C³,"Action, Comedy, Ecchi, School, Supernatural",TV,12,100425
60881,3572,8,Macross F,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,25,95551
11155,14837,7,Dragon Ball Z Movie 14: Kami to Kami,"Action, Adventure, Fantasy, Martial Arts, Shounen, Super Power",Movie,1,66471
45937,18393,6,Fairy Tail x Rave,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",OVA,1,51844
46732,21995,9,Ao Haru Ride,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,12,227417
47193,10020,9,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,"Comedy, Seinen, Slice of Life",ONA,4,101495
29491,710,7,Rec,"Comedy, Drama, Romance",TV,9,68951
55005,5341,10,Ookami to Koushinryou II,"Adventure, Fantasy, Historical, Romance",TV,12,210491
73477,12317,-1,Upotte!!,"Action, Comedy, Military, Seinen",ONA,10,43759
7181,3655,9,Nabari no Ou,"Action, Comedy, Drama, Fantasy, Shounen, Supernatural",TV,26,107384
66733,7590,7,Mayoi Neko Overrun!,"Comedy, Harem, Romance",TV,13,75517
15454,15051,8,Love Live! School Idol Project,"Music, School, Slice of Life",TV,13,155281
45230,5909,8,Seitokai no Ichizon,"Comedy, Harem, Parody, School",TV,12,110470
31374,13469,8,Hyouka: Motsubeki Mono wa,Slice of Life,OVA,1,68823
7512,1845,9,Gaiking: Legend of Daiku-Maryu,"Action, Mecha, Sci-Fi",TV,39,2640
72963,14741,9,Chuunibyou demo Koi ga Shitai!,"Comedy, Drama, Romance, School, Slice of Life",TV,12,394399
53465,3268,9,Mai-Otome 0: S.ifr,Sci-Fi,OVA,3,11171
12818,2129,-1,True Tears,"Drama, Romance, School",TV,13,118644
26844,164,9,Mononoke Hime,"Action, Adventure, Fantasy",Movie,1,339556
41568,18619,7,Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!,"Military, School",OVA,1,16143
51016,1450,-1,Brigadoon: Marin to Melan,"Adventure, Comedy, Drama, Mecha, Sci-Fi",TV,26,5636
17988,1746,-1,Zoids Fuzors,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,7087
54477,2890,6,Gake no Ue no Ponyo,"Adventure, Fantasy",Movie,1,140277
70997,20787,6,Black Bullet,"Action, Mystery, Sci-Fi, Seinen",TV,13,320267
60705,214,6,Pia Carrot e Youkoso!! 2,"Comedy, Hentai, Romance",OVA,3,1408
13956,17641,-1,Date A Live: Date to Date,"Comedy, Harem, Romance, School, Sci-Fi",OVA,1,68328
62198,18745,6,Chihayafuru 2: Waga Mi Yo ni Furu Nagame Seshi Ma ni,"Comedy, Josei, Slice of Life",OVA,1,18659
46958,71,7,Full Metal Panic!,"Action, Comedy, Mecha, Military, Sci-Fi",TV,24,256325
13954,9630,5,Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,"Comedy, Historical",Special,7,3232
41926,587,8,Hanbun no Tsuki ga Noboru Sora,"Comedy, Drama, Romance",TV,6,65125
9758,22147,7,Amagi Brilliant Park,"Comedy, Magic",TV,13,217003
32891,28725,8,Kokoro ga Sakebitagatterunda.,"Drama, Romance, School",Movie,1,59652
5423,5039,-1,Kurozuka,"Action, Drama, Historical, Horror, Romance, Sci-Fi, Vampire",TV,12,52145
42705,13939,7,Accel World EX,"Action, Game, Romance, School, Sci-Fi",OVA,2,61198
12725,12367,7,Shining Hearts: Shiawase no Pan,"Action, Fantasy",TV,12,27273
38250,26243,7,Owari no Seraph,"Action, Drama, Shounen, Supernatural, Vampire",TV,12,315630
35729,20045,6,IS: Infinite Stratos 2 - Hitonatsu no Omoide,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,27030
68732,1361,10,Final Fantasy: The Spirits Within,Sci-Fi,Movie,1,53822
44107,3574,8,Switch,"Action, Mystery, Police",OVA,2,17871
40041,934,9,Higurashi no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural, Thriller",TV,26,359494
63878,25161,6,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,"Adventure, Comedy, Fantasy, Shounen",Special,1,30516
59779,10165,10,Nichijou,"Comedy, School, Slice of Life",TV,26,254436
3675,226,4,Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",TV,13,623511
3922,10620,9,Mirai Nikki (TV),"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",TV,26,657190
27542,14349,7,Little Witch Academia,"Adventure, Comedy, Fantasy, Magic, School",Movie,1,111703
62198,1365,7,Detective Conan Movie 06: The Phantom of Baker Street,"Adventure, Mystery, Police, Shounen",Movie,1,28462
41567,11741,9,Fate/Zero 2nd Season,"Action, Fantasy, Supernatural, Thriller",TV,12,340973
36502,10793,10,Guilty Crown,"Action, Drama, Sci-Fi, Super Power",TV,22,460959
38601,899,7,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,55789
51503,1482,10,D.Gray-man,"Action, Adventure, Comedy, Shounen",TV,103,334399
5874,12175,8,Koi to Senkyo to Chocolate,"Drama, Romance, School",TV,12,91552
22894,9465,8,Break Blade 4: Sanka no Chi,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,41598
49167,4063,6,Sekirei,"Action, Comedy, Ecchi, Harem, Super Power",TV,12,182713
54949,6205,7,Kämpfer,"Action, Comedy, Ecchi, Romance, School, Shoujo Ai, Super Power",TV,12,146631
27083,11617,9,High School DxD,"Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,398660
22224,850,-1,Gakuen Heaven,"Comedy, Drama, Romance, School, Shounen Ai",TV,13,34787
54935,8074,7,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",TV,12,535892
53791,4246,7,Eureka Seven: Pocket ga Niji de Ippai,"Adventure, Mecha, Romance, Sci-Fi",Movie,1,32514
55310,3031,-1,Digimon Frontier: Ornismon Fukkatsu!!,"Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,11973
61495,813,-1,Dragon Ball Z,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,291,375662
66780,101,-1,Air,"Drama, Romance, Slice of Life, Supernatural",TV,13,188861
21208,30,8,Neon Genesis Evangelion,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi",TV,26,461946
18365,4654,-1,Toaru Majutsu no Index,"Action, Magic, Sci-Fi, Super Power",TV,24,313114
21416,50,7,Aa! Megami-sama! (TV),"Comedy, Magic, Romance, Seinen, Supernatural",TV,24,96694
18583,23847,8,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"Comedy, Drama, Romance, School",TV,13,222994
39155,145,8,Kareshi Kanojo no Jijou,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,26,94165
47304,20583,8,Haikyuu!!,"Comedy, Drama, School, Shounen, Sports",TV,25,284498
43534,24765,6,Gakkougurashi!,"Horror, Mystery, Psychological, School, Slice of Life",TV,12,140094
49987,147,-1,Kimi ga Nozomu Eien,"Drama, Romance, Slice of Life",TV,14,90379
32808,14807,9,Kara no Kyoukai: Mirai Fukuin,"Drama, Mystery, Seinen, Supernatural",Movie,1,41168
14019,17875,7,Papa no Iukoto wo Kikinasai! OVA,"Comedy, Romance, Slice of Life",OVA,2,19904
35239,10568,-1,Kamisama no Memochou,Mystery,TV,12,130502
72428,6707,5,Kuroshitsuji II,"Action, Comedy, Demons, Fantasy, Shounen, Supernatural",TV,12,234955
25159,10087,-1,Fate/Zero,"Action, Fantasy, Supernatural",TV,13,453630
60375,1184,7,Lost Universe,"Adventure, Comedy, Drama, Sci-Fi, Shounen, Space",TV,26,9293
26876,9513,-1,Beelzebub,"Action, Comedy, Demons, School, Shounen, Supernatural",TV,60,217752
43722,8915,8,Dantalian no Shoka,"Action, Historical, Mystery, Supernatural",TV,12,84779
35558,591,8,Amaenaide yo!!,"Comedy, Ecchi, Harem, Romance, Supernatural",TV,12,48939
28018,6030,-1,Needless,"Action, Comedy, Ecchi, Sci-Fi, Super Power",TV,24,86942
49832,1602,10,Soukou no Strain,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space",TV,13,14925
44231,14811,9,GJ-bu,"Comedy, School, Slice of Life",TV,12,83838
72223,11499,7,Sankarea,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",TV,12,222657
67487,138,-1,Hunter x Hunter: Greed Island,"Action, Adventure, Shounen, Super Power",OVA,8,57029
14432,9656,10,Kimi ni Todoke 2nd Season,"Romance, School, Shoujo, Slice of Life",TV,12,171866
41302,4752,-1,Vampire Knight Guilty,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,198492
65309,30806,8,Schwarzesmarken,"Action, Drama, Historical, Mecha, Military, Sci-Fi",TV,12,51632
61733,23847,8,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"Comedy, Drama, Romance, School",TV,13,222994
51049,174,-1,Tenjou Tenge,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,24,103449
63148,8407,8,Sora no Otoshimono: Forte,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,12,146697
16362,317,7,Final Fantasy VII: Advent Children,"Action, Fantasy, Super Power",Movie,1,138659
73417,11757,6,Sword Art Online,"Action, Adventure, Fantasy, Game, Romance",TV,25,893100
19059,1313,8,Digimon Adventure 02,"Action, Adventure, Comedy, Drama, Fantasy, Kids",TV,50,120268
53567,3269,-1,.hack//G.U. Trilogy,"Action, Fantasy, Game, Sci-Fi",Movie,1,22537
72488,21881,7,Sword Art Online II,"Action, Adventure, Fantasy, Game, Romance",TV,24,537892
36624,1965,-1,Sola,"Drama, Romance, Slice of Life, Supernatural",TV,13,71172
37376,11061,9,Hunter x Hunter (2011),"Action, Adventure, Shounen, Super Power",TV,148,425855
14313,3901,7,Baccano! Specials,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",Special,3,100412
61302,4898,-1,Kuroshitsuji,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,24,424919
29453,8536,5,Fortune Arterial: Akai Yakusoku,"Comedy, Romance, School, Supernatural, Vampire",TV,12,71285
16009,27787,7,Nisekoi:,"Comedy, Harem, Romance, School, Shounen",TV,12,180686
37362,25681,9,Kamisama Hajimemashita◎,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,12,91796
70433,23383,6,D-Frag! OVA,"Comedy, Game, Seinen",OVA,1,28116
38418,1123,-1,Beet the Vandel Buster Excellion,"Adventure, Fantasy, Shounen, Supernatural",TV,25,5198
69189,249,-1,InuYasha,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",TV,167,281632
50678,936,6,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Movie,1,97308
35080,387,8,Haibane Renmei,"Drama, Fantasy, Mystery, Psychological, Slice of Life",TV,13,120731
50157,1361,-1,Final Fantasy: The Spirits Within,Sci-Fi,Movie,1,53822
18298,31637,8,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season","Action, Adventure, Fantasy, Military",TV,12,153501
10901,644,9,Hachimitsu to Clover Specials,"Comedy, Drama, Josei, Romance, Slice of Life",Special,2,21164
62905,11061,10,Hunter x Hunter (2011),"Action, Adventure, Shounen, Super Power",TV,148,425855
40038,6166,5,Asobi ni Iku yo!,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,12,95005
55991,4752,10,Vampire Knight Guilty,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,198492
54069,4477,10,Nodame Cantabile: Paris-hen,"Comedy, Josei, Music, Romance, Slice of Life",TV,11,70822
71855,133,7,Green Green,"Comedy, Ecchi, Romance, School, Slice of Life",TV,12,80562
43157,8937,7,Toaru Majutsu no Index II,"Action, Magic, Sci-Fi, Super Power",TV,24,184520
13897,1050,6,Bobobo-bo Bo-bobo,"Adventure, Comedy, Sci-Fi, Shounen",TV,76,39041
71008,13599,9,Robotics;Notes,"Drama, Mystery, School, Sci-Fi",TV,22,107304
10952,13939,-1,Accel World EX,"Action, Game, Romance, School, Sci-Fi",OVA,2,61198
1283,3092,8,Junjou Romantica,"Comedy, Drama, Romance, Shounen Ai",TV,12,117910
62104,4898,9,Kuroshitsuji,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,24,424919
41963,901,-1,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,65953
3305,6896,8,Pandora Hearts Specials,Comedy,Special,9,32103
2097,21405,8,Bokura wa Minna Kawaisou,"Comedy, Romance, School, Slice of Life",TV,12,159793
18769,889,9,Black Lagoon,"Action, Seinen",TV,12,332562
438,18343,5,Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza,"Military, School",Special,6,5867
3375,11843,7,Danshi Koukousei no Nichijou,"Comedy, School, Shounen, Slice of Life",TV,12,258914
67296,1829,10,Gedo Senki,"Adventure, Fantasy, Magic",Movie,1,59243
41865,16001,7,Kokoro Connect: Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,4,106989
27699,71,10,Full Metal Panic!,"Action, Comedy, Mecha, Military, Sci-Fi",TV,24,256325
2202,18897,7,Nisekoi,"Comedy, Harem, Romance, School, Shounen",TV,20,347599
12506,6746,-1,Durarara!!,"Action, Mystery, Supernatural",TV,24,556431
36796,1575,7,Code Geass: Hangyaku no Lelouch,"Action, Mecha, Military, School, Sci-Fi, Super Power",TV,25,715151
8734,27821,9,Fate/stay night: Unlimited Blade Works - Prologue,"Action, Fantasy, Magic, Shounen, Supernatural",Special,1,106382
29637,25879,8,Working!!!,"Comedy, Romance, Slice of Life",TV,13,80763
50672,65,-1,Rozen Maiden: Träumend,"Action, Comedy, Drama, Magic, Seinen",TV,12,72645
60596,528,-1,Pokemon: Mewtwo no Gyakushuu,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,100089
54825,164,10,Mononoke Hime,"Action, Adventure, Fantasy",Movie,1,339556
34702,8410,-1,Metal Fight Beyblade: Baku,"Adventure, Comedy, Sports",TV,51,7003
24081,2966,-1,Ookami to Koushinryou,"Adventure, Fantasy, Historical, Romance",TV,13,334932
19602,12461,7,Hiiro no Kakera,"Fantasy, Romance, Shoujo, Supernatural",TV,13,55031
2140,32485,9,Prison School OVA,"Comedy, Ecchi, Romance, School, Seinen",OVA,1,30887
48666,16894,-1,Kuroko no Basket 2nd Season,"Comedy, School, Shounen, Sports",TV,25,243325
22218,2775,6,Genocyber,"Action, Horror, Mecha, Psychological, Sci-Fi",OVA,5,12158
51224,44,10,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,"Action, Drama, Historical, Martial Arts, Romance, Samurai",OVA,4,129307
5362,405,6,Blood: The Last Vampire,"Horror, Supernatural, Vampire",Movie,1,67778
5554,25283,7,Kuusen Madoushi Kouhosei no Kyoukan,"Action, Drama, Fantasy, Magic, School",TV,12,81870
34417,9513,8,Beelzebub,"Action, Comedy, Demons, School, Shounen, Supernatural",TV,60,217752
1103,20031,8,D-Frag!,"Comedy, Game, School, Seinen",TV,12,154548
69372,31043,10,Boku dake ga Inai Machi,"Mystery, Psychological, Seinen, Supernatural",TV,12,402381
36696,906,8,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,50607
16390,7559,10,Fate/stay night TV Reproduction,"Action, Fantasy, Magic, Romance, Shounen, Supernatural",OVA,2,23498
36957,5958,8,Sora no Otoshimono,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,13,227681
40652,934,9,Higurashi no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural, Thriller",TV,26,359494
19486,985,-1,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,"Adventure, Drama, Fantasy, Shounen",Special,1,43673
12254,80,-1,Mobile Suit Gundam,"Action, Mecha, Military, Sci-Fi, Space",TV,43,51566
16068,30,10,Neon Genesis Evangelion,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi",TV,26,461946
58180,13587,7,Persona 4 the Animation: No One is Alone,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",Special,1,26501
8221,5835,7,Hanasakeru Seishounen,"Drama, Romance, Shoujo",TV,39,37051
6733,133,-1,Green Green,"Comedy, Ecchi, Romance, School, Slice of Life",TV,12,80562
1501,12685,6,Code Geass: Nunnally in Wonderland,"Comedy, Fantasy, Parody",OVA,1,37087
26458,384,10,Gantz,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,165335
21588,15729,9,Hagure Yuusha no Aesthetica: Hajirai Ippai,"Comedy, Ecchi",Special,6,19407
61977,20787,8,Black Bullet,"Action, Mystery, Sci-Fi, Seinen",TV,13,320267
47098,10464,9,Seitokai no Ichizon Lv.2,"Comedy, Harem, Parody, School",ONA,10,41169
44751,850,8,Gakuen Heaven,"Comedy, Drama, Romance, School, Shounen Ai",TV,13,34787
33172,31964,10,Boku no Hero Academia,"Action, Comedy, School, Shounen, Super Power",TV,13,282002
27575,27899,10,Tokyo Ghoul √A,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,408357
61373,4720,6,White Album,"Drama, Harem, Music, Romance",TV,13,54376
18668,18897,7,Nisekoi,"Comedy, Harem, Romance, School, Shounen",TV,20,347599
51258,3306,6,Aoki Honoo,"Drama, Romance, Seinen",OVA,1,1312
42427,13223,9,Bible Black: New Testament Recap,Hentai,OVA,1,2777
28179,6211,8,Tokyo Magnitude 8.0,Drama,TV,11,121349
73198,165,8,RahXephon,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26,66751
49615,2472,-1,Naruto: Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,108170
50888,4896,6,Umineko no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural",TV,26,126865
3682,79,5,Shuffle!,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",TV,24,158772
50058,14073,8,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,"Comedy, Ecchi, Parody, School, Shounen",ONA,10,16438
52265,22319,6,Tokyo Ghoul,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,618056
56142,431,9,Howl no Ugoku Shiro,"Adventure, Drama, Fantasy, Romance",Movie,1,333186
25515,3588,-1,Soul Eater,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural",TV,51,580184
53629,87,10,Mobile Suit Gundam: Char&#039;s Counterattack,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,19258
14537,16049,7,Toaru Kagaku no Railgun S,"Action, Sci-Fi, Super Power",TV,24,137105
4357,16498,10,Shingeki no Kyojin,"Action, Drama, Fantasy, Shounen, Super Power",TV,25,896229
63270,31478,10,Bungou Stray Dogs,"Action, Comedy, Mystery, Seinen, Supernatural",TV,12,187805
73327,223,10,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,316102
51852,6201,-1,Princess Lover!,"Comedy, Ecchi, Harem, School",TV,12,104098
21388,4713,9,Heart no Kuni no Alice: Wonderful Wonder World,"Fantasy, Harem, Romance, Shoujo",Movie,1,20532
15728,11843,10,Danshi Koukousei no Nichijou,"Comedy, School, Shounen, Slice of Life",TV,12,258914
48767,12403,10,Yuru Yuri♪♪,"Comedy, School, Shoujo Ai, Slice of Life",TV,12,83097
56590,10458,5,Ran-&gt;Sem: Hakudaku Delmo Tsuma no Miira Tori,Hentai,OVA,2,4192
36709,11757,7,Sword Art Online,"Action, Adventure, Fantasy, Game, Romance",TV,25,893100
54774,11113,-1,Usagi Drop Specials,"Josei, Slice of Life",Special,4,36351
44272,20655,-1,Amnesia OVA,"Fantasy, Shoujo",OVA,1,15956
70061,3092,-1,Junjou Romantica,"Comedy, Drama, Romance, Shounen Ai",TV,12,117910
48974,14227,-1,Tonari no Kaibutsu-kun,"Comedy, Romance, School, Shoujo, Slice of Life",TV,13,349836
10476,1033,-1,Sennen Joyuu,"Action, Adventure, Drama, Fantasy, Historical, Romance",Movie,1,58492
67725,867,9,Slayers Gorgeous,"Adventure, Comedy, Fantasy, Magic, Supernatural",Movie,1,12755
32374,22145,6,Kuroshitsuji: Book of Circus,"Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,10,122895
67707,5690,9,Nodame Cantabile Finale,"Comedy, Josei, Music, Romance",TV,11,67697
56891,10681,8,Blood-C: The Last Dark,"Action, Horror, Supernatural, Vampire",Movie,1,37925
45037,10378,8,Shinryaku!? Ika Musume,"Comedy, Shounen, Slice of Life",TV,12,45613
61897,185,9,Initial D First Stage,"Action, Cars, Drama, Seinen, Sports",TV,26,68128
47188,13759,-1,Sakurasou no Pet na Kanojo,"Comedy, Drama, Romance, School, Slice of Life",TV,24,380375
3557,900,6,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,52690
5281,68,-1,Black Cat,"Adventure, Comedy, Sci-Fi, Shounen, Super Power",TV,23,150512
8579,30782,3,Bikini Warriors,"Comedy, Ecchi, Fantasy, Parody",TV,12,35004
6727,13331,8,Jormungand: Perfect Order,"Action, Adventure, Seinen",TV,12,81951
64951,572,10,Kaze no Tani no Nausicaä,"Adventure, Fantasy",Movie,1,143273
54380,2313,7,Muumindani no Suisei,"Adventure, Comedy, Fantasy, Kids",Movie,1,4344
43313,29854,8,Ushio to Tora (TV),"Action, Adventure, Comedy, Demons, Shounen, Supernatural",TV,26,90931
40300,16918,9,Gin no Saji,"Comedy, School, Shounen, Slice of Life",TV,11,116261
16487,9919,9,Ao no Exorcist,"Action, Demons, Fantasy, Shounen, Supernatural",TV,25,583823
68842,20,7,Naruto,"Action, Comedy, Martial Arts, Shounen, Super Power",TV,220,683297
1364,31174,-1,Osomatsu-san,"Comedy, Parody",TV,25,60988
41546,11021,-1,Muv-Luv Alternative: Total Eclipse,"Action, Mecha, Military, Sci-Fi",TV,24,55531
46359,9656,-1,Kimi ni Todoke 2nd Season,"Romance, School, Shoujo, Slice of Life",TV,12,171866
36307,14345,7,Btooom!,"Action, Psychological, Sci-Fi, Seinen",TV,12,329561
50341,28825,-1,Himouto! Umaru-chan,"Comedy, School, Seinen, Slice of Life",TV,12,158041
52199,155,3,X/1999,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",Movie,1,23038
46380,18153,9,Kyoukai no Kanata,"Fantasy, Slice of Life, Supernatural",TV,12,359011
41133,1210,10,NHK ni Youkoso!,"Comedy, Drama, Psychological, Romance",TV,24,291228
71280,30276,10,One Punch Man,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",TV,12,552458
24671,1050,5,Bobobo-bo Bo-bobo,"Adventure, Comedy, Sci-Fi, Shounen",TV,76,39041
23941,2273,9,Mobile Suit Gundam Wing: Endless Waltz Movie,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,35711
46617,26243,-1,Owari no Seraph,"Action, Drama, Shounen, Supernatural, Vampire",TV,12,315630
45506,356,8,Fate/stay night,"Action, Fantasy, Magic, Romance, Supernatural",TV,24,374880
62266,30296,7,Rakudai Kishi no Cavalry,"Action, Ecchi, Fantasy, Romance, School",TV,12,188685
17892,16385,-1,Dog Days&#039;&#039;,"Action, Adventure, Fantasy, Magic",TV,12,34576
71505,7088,9,Ichiban Ushiro no Daimaou,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, School, Shounen",TV,12,203618
53185,437,8,Perfect Blue,"Dementia, Drama, Horror, Psychological",Movie,1,117565
169,12477,10,Sakasama no Patema,"Sci-Fi, Seinen",Movie,1,89749
45896,2759,-1,Evangelion: 1.0 You Are (Not) Alone,"Action, Mecha, Sci-Fi",Movie,1,194561
6110,548,7,Wonderful Days,"Action, Drama, Romance, Sci-Fi",Movie,1,23422
47077,20583,9,Haikyuu!!,"Comedy, Drama, School, Shounen, Sports",TV,25,284498
12779,11111,10,Another,"Horror, Mystery, School, Supernatural, Thriller",TV,12,534657
68878,133,-1,Green Green,"Comedy, Ecchi, Romance, School, Slice of Life",TV,12,80562
55302,877,8,Nana,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",TV,47,197256
16369,24833,8,Ansatsu Kyoushitsu (TV),"Action, Comedy, School, Shounen",TV,22,312654
73347,245,10,Great Teacher Onizuka,"Comedy, Drama, School, Shounen, Slice of Life",TV,43,268487
12820,2417,8,Saigo no Door wo Shimero!,"Comedy, Drama, Romance, Yaoi",OVA,1,9076
49977,268,10,Golden Boy,"Adventure, Comedy, Ecchi",OVA,6,113040
66994,5298,6,Yu☆Gi☆Oh! 5D&#039;s: Shinkasuru Kettou! Stardust vs. Red Demon&#039;s,"Fantasy, Game, Sci-Fi",Special,1,5176
66700,1007,8,Ranma ½ OVA,"Comedy, Martial Arts, Romance, Shounen",OVA,6,16804
38004,13367,5,"Kono Naka ni Hitori, Imouto ga Iru!","Comedy, Ecchi, Harem, Mystery, Romance, School, Seinen",TV,12,92252
20913,18115,9,Magi: The Kingdom of Magic,"Action, Adventure, Fantasy, Magic, Shounen",TV,25,245026
41303,18121,7,Teekyuu 2,"Comedy, School, Shounen, Sports",TV,12,15887
17667,16049,-1,Toaru Kagaku no Railgun S,"Action, Sci-Fi, Super Power",TV,24,137105
